event_date,year,cartel_a,cartel_b,fatalities,admin1,location,latitude,longitude,notes
2021-12-11,2021,CJNG,Carteles Unidos,0,Michoacan de Ocampo,Tepalcatepec,19.1914,-102.8437,"Around 11 December 2021 (between 11 - 12 December), near Tepalcatepec, Michoacan, after the clashes between members of the Jalisco New Generation Cartel (CJNG) and the United Cartels (CU) last week (coded separately) the CJNG captured a leader of the CU with the nickname 'Ghost Rider' and set his face on fire with alcohol in a ranch. The event was recorded in video and shared on social media."
2021-12-16,2021,Gulf Cartel (Golfo),Los Zetas,7,Nuevo Leon,Doctor Coss,25.9249,-99.1831,"On 16 December 2021, close to Doctor Coss, Nuevo Leon, an armed clash was reported between Los Zetas and the Gulf Cartel on a road that leads to Comitas. At least two trucks were totally destroyed. Five bodies were found inside a burned vehicle, three of them completely burned. Two other bodies were found close to the scene. 7 fatalities."
2021-12-19,2021,CJNG,Sinaloa Cartel,0,Zacatecas,Zacatecas,22.7761,-102.5718,"On 19 December 2021, in Zacatecas, Zacatecas, members of the CJNG opened fire at a members of the Operation MZ, an elite armed group at the service of the Sinaloa Cartel. The Operation MZ set up camp and were attacked. Casualties unknown."
2022-01-08,2022,La Linea,Sinaloa Cartel,3,Chihuahua,Alisos de Arriba,26.193,-107.2605,"On 8 January 2022, near Alisos de Arriba, Chihuahua, members of the Sinaloa Cartel clashed with members of the La Linea Gang in the mountainous region of Milpillas de Abajo in Baborigame. Three men were killed. 3 fatalities."
2022-01-13,2022,CJNG,La Familia Michoacana,1,Michoacan de Ocampo,Zinapecuaro de Figueroa,19.8603,-100.8276,"On 13 January 2022, in Zinapecuaro de Figueroa, Michoacan de Ocampo, members of the Familia Michoacana engaged in a shooting with the CJNG. One member of the CJNG was burned and died. 1 fatality."
2022-01-18,2022,CJNG,Los Correa,3,Michoacan de Ocampo,Zinapecuaro de Figueroa,19.8603,-100.8276,"On 18 January 2022, close to Zinapecuaro de Figueroa, Michoacan de Ocampo, an armed clash was reported between CJNG and Los Correa Gang together with Familia Michoacana close to Ojo de Agua de Bucio. Three people were killed and five vehicles were set on fire. 3 fatalities."
2022-01-25,2022,CJNG,Los Mezcales,9,Colima,Colima,19.2429,-103.7281,"On 25 January 2022, in Colima, Colima, there was a clash between prisoners who are members of the Jalisco New Generation Cartel (CJNG) and Los Mezcales gang using knives and guns inside the Colima penitentiary. Nine members of the CJNG were killed and 7 people were injured. The reason for the riot remains unknown. 9 fatalities."
2022-02-05,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Jerez de Garcia Salinas,22.6494,-102.9899,"Around 5 February 2022 (between 4 - 5 February), in Jerez de Garcia Salinas, Zacatecas, there was an armed clash between the Sinaloa Cartel and the Jalisco New Generation Cartel. Casualties unknown."
2022-02-05,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Valparaiso,22.7719,-103.5672,"Around 5 February 2022 (between 4 - 5 February), in Valparaiso, Zacatecas, there was an armed clash between the Sinaloa Cartel and the Jalisco New Generation Cartel. Casualties unknown."
2022-02-05,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Fresnillo,23.1749,-102.8682,"Around 5 February 2022 (between 4 - 5 February), in Fresnillo, Zacatecas, there was an armed clash between the Sinaloa Cartel and the Jalisco New Generation Cartel. Casualties unknown."
2022-02-11,2022,CJNG,Los Mezcales,2,Colima,Colima,19.2429,-103.7281,"On 11 February 2022, in Colima, Colima, an armed clash between members of the CJNG and Los Mezcales gang was reported in Colonia Fatima. Two men died and two people were injured. 2 fatalities."
2022-02-21,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Zacatecas,22.7761,-102.5718,"Around 21 February 2022 (as reported), in the state of Zacatecas (coded to capital Zacatecas), members of the Sinaloa Cartel led by the Mayo Zambada captured members of the CJNG and Los Talibanes. The Sinaloa Cartel accused CJNG and Los Talibanes of their involvement in the murder of five students on 12 February and to seek justice for their deaths. The whereabouts of the members of these cartels…"
2022-02-24,2022,CJNG,Sinaloa Cartel,3,Zacatecas,Valparaiso,22.7719,-103.5672,"Around 24 February 2022 (between 24 - 25 February), in Valparaiso, Zacatecas, an unknown number of members of the Sinaloa Cartel were killed in armed clash between the Sinaloa Cartel and the Jalisco New Generation Cartel. An unknown number of victims were beheaded. A video recording the bodies was shared on social media. A video was also released showing CJNG members cutting off the head of a Sin…"
2022-02-27,2022,CJNG,Pajaros Sierra,17,Michoacan de Ocampo,San Jose de Gracia,19.9899,-103.0217,"On 27 February 2022, in San Jose de Gracia, Michoacan, several armed men driving in 20 vehicles arrived at a funeral and held the attendees. The victims were lined up and shot to death. According to the authorities, this was a clash between the Pajaros Sierra gang and the Jalisco New Generation Cartel (CJNG) that resulted in 17 people being killed. However, the perpetrators removed the bodies of…"
2022-03-10,2022,CJNG,Carteles Unidos,5,Michoacan de Ocampo,Nuevo San Juan Parangaricutiro,19.417,-102.1302,"On 10 March 2022, in Nuevo San Juan Parangaricutiro, Michoacan de Ocampo, members of the CU arrived in the city and attempted to take over the municipal palace. The attack was answered by members of the CJNG. Members of local self-defense groups also engaged in the clash to fight against the CU. Other versions claimed that it was a clash between members of the CJNG and avocado growers who were tr…"
2022-03-27,2022,CJNG,Los Correa,20,Michoacan de Ocampo,Zinapecuaro de Figueroa,19.8603,-100.8276,"On 27 March 2022, in Zinapecuaro de Figueroa, Michoacan de Ocampo, members of Los Correa Gang broke into a clandestine cockfight arena in Las Tinajas and killed 20 people. The attack was aimed at killing one of the leaders of the CJNG. Five people were arrested as suspected perpetrators. At least 5 people were injured. 20 fatalities."
2022-04-21,2022,CJNG,Sinaloa Cartel,3,Zacatecas,Zacatecas,22.7761,-102.5718,"Around 21 April 2022 (as reported), in Zacatecas state, there was an armed clash between members of the Sinaloa Cartel and the Jalisco New Generation Cartel. The event was recorded in video and shared on social media. Unknown fatalities coded as 3."
2022-04-24,2022,Gente Nueva,La Linea,11,Chihuahua,El Sauz,29.0494,-106.2546,"On 24 April 2022, in El Sauz, Chihuahua, armed individuals of La Linea gang arrived in several cars and attacked a group of people at a horse racing track near the town of Nuevo Delicias. The perpetrators were looking for a leader of the Gente Nueva gang. Both criminal groups clashed. Five people were killed immediately and six more died at the hospital, including two members of Gente Nueva gang.…"
2022-04-29,2022,CJNG,Carteles Unidos,1,Michoacan de Ocampo,El Arroyo Colorado,19.3485,-102.0556,"On 29 April 2022, in El Arroyo Colorado, Michoacan, there was an armed clash between members of the Jalisco New Generation Cartels (CJNG) and the United Cartels (CU) during the early morning. One man was killed and two men were injured. Later, vehicles were set on fire on the Uruapan-Gabriel Zamora highway. Both injured men were later arrested by the police. 1 fatality."
2022-05-01,2022,CJNG,Pajaros Sierra,3,Jalisco,La Estacada,19.9332,-103.0342,"On 1 May 2022, in La Estacada, Jalisco, there was an armed clash between members of the Jalisco New Generation Cartel (CJNG) and the Pajaros Sierra gang in Fraccionamiento Campo Verde. Three men of one of the groups were kidnapped by their rivals but they were killed and later found meters away. One of the victims had his hands tied up. The armed men also set on fire a vehicle to set a (narco) ro…"
2022-05-03,2022,CJNG,Pajaros Sierra,17,Michoacan de Ocampo,Sahuayo,20.0585,-102.7157,"Around 3 May 2022 (as reported), between the state of Michoacan and the state of Jalisco, Michoacan (coded to Sahuayo), 17 alleged members of the Pajaros Sierra Gang were killed by alleged members of the CJNG. A video was posted on social networks showing the bodies of the victims abandoned in a field. Authorities did not confirm the authenticity of the video or reported finding the bodies. 17 fa…"
2022-05-15,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Zacatecas,22.7761,-102.5718,"On 15 May 2022, in Zacatecas, Zacatecas, there was an armed clash between members of the Jalisco New Generation cartel (CJNG) against members of the Sinaloa Cartel and their allies Los Cabreras gang in Colonia Alma Obrera. Casualties unknown."
2022-05-23,2022,CJNG,Santa Rosa de Lima,11,Guanajuato,Celaya,20.5215,-100.814,"On 23 May 2022, in Celaya, Guanajuato, eight women and three men were shot and killed by more than 15 alleged members of the Santa Rosa de Lima Cartel inside two bars that are located close to each other in colonia Valle Hermoso. The perpetrators left several cardboard messages signed by the Santa Rosa de Lima Cartel. At least five people were also injured. An unknown number of the victims were a…"
2022-05-24,2022,CJNG,Sinaloa Cartel,2,Zacatecas,Jerez de Garcia Salinas,22.6494,-102.9899,"Around 24 May 2022 (as reported), in Jerez municipality (coded to Jerez de Garcia Salinas), Zacatecas, two members of the Sinaloa Cartel were killed and beheaded by members of the Jalisco New Generation Cartel. A narco-message was left by the perpetrators. The event was recorded in video and shared on social media. 2 fatalities."
2022-05-29,2022,CJNG,Los Mezcales,2,Colima,Ciudad de Villa de Alvarez,19.2648,-103.7368,"On 29 May 2022, in Ciudad de Villa de Alvarez, Colima, there were reports of armed clashes between the CJNG clashed with Los Mezcales in Colonia La Resserva. Two people died as a result. There were reports of chases in several neighborhoods and vehicles were set on fire. 2 fatalities."
2022-05-29,2022,CJNG,Los Mezcales,2,Colima,Colima,19.2429,-103.7281,"On 29 May 2022, in Colima, Colima, the CJNG clashed with Los Mezcales, leading to the death of two people. There were reports of chases in several neighborhoods. 2 fatalities."
2022-06-13,2022,CJNG,Carteles Unidos,0,Michoacan de Ocampo,Nuevo San Juan Parangaricutiro,19.417,-102.1302,"On 13 June 2022, in Nuevo San Juan Parangaricutiro, Michoacan de Ocampo, there was a clash between members of the CJNG and members of United Cartels. After the clash armed individuals burned several vehicles to set (narco) roadblocks in response to an operation by the National Guard, the Mexican Army, the State Attorney General's Office, the Federal Attorney General's Office and the Michoacan Pol…"
2022-06-21,2022,Gente Nueva,La Linea,4,Chihuahua,Villa Coronado,26.7371,-105.1589,"On 21 June 2022, around Villa Coronado, Chihuahua, there was an armed clash between Gente Nueva gang and La Linea gang on the road from Villa Coronado to Valle de Allende. Four people were killed. Two of the victims were beheaded. 4 fatalities."
2022-06-25,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Tenayuca,21.5041,-102.6641,"On 25 June 2022, in Tenayuca, Zacatecas, there was an armed clash between members of the CJNG and members of the Sinaloa Cartel. The armed individuals also burned two vehicles to set a (narco) roadblock on the entrance and exit of the town. There were no fatalities."
2022-06-27,2022,Los Ardillos,Los Tlacos,0,Guerrero,Chilpancingo de los Bravo,17.5516,-99.5011,"On 27 June 2022, outside of Chilpancingo de los Bravo, Guerrero, individuals shot and set fire to one bus and three cargo trucks on the highway to Tixtla. Cartridge casings were found at the site. According to the authorities, all the acts of violence are related to the dispute between Los Ardillos and Los Tlacos. There were no casualties."
2022-07-23,2022,CJNG,Sinaloa Cartel,15,Zacatecas,Pastoria,21.5036,-102.6911,"On 23 July 2022, in Pastoria, Zacatecas, there was an armed clash between the Jalisco New Generation Cartel (CJNG) and the Sinaloa Cartel. According to witnesses, an unknown number of people were injured and killed and taken by the criminals. Local sources indicated that at least 15 people were killed. Two vehicles were set on fire and a handmade armor vehicle was abandoned. At least 15 fatalitie…"
2022-08-01,2022,CJNG,Pajaros Sierra,0,Jalisco,Mazamitla,19.9172,-103.0203,"On 1 August 2022, in Mazamitla, Jalisco, there was an armed clash on a highway and videos were published showing the shooting. Certain versions indicate that the clash was between members of the CJNG and the Pajaros Sierra Gang. Casualties unknown."
2022-08-02,2022,CJNG,Pajaros Sierra,1,Michoacan de Ocampo,Jiquilpan de Juarez,19.9897,-102.7186,"On 2 August 2022, in Jiquilpan de Juarez, Michoacan, a member of Pajaros Sierra gang was shot dead by an unknown number of armed individuals in Colonia Guadalupe. It was reported on social networks that the perpetrators were wearing clothing bearing the initials CJNG. 1 fatality."
2022-08-27,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Valparaiso,22.7719,-103.5672,"On 27 August 2022, between Valparaiso and Fresnillo, Zacatecas, there was an armed clash between members of the Sinaloa Cartel and the CJNG on the 44 federal road. Causalities unknown."
2022-08-27,2022,CJNG,Sinaloa Cartel,0,Zacatecas,Los Mimbres,22.8588,-103.5516,"On 27 August 2022, near Los Mimbres, Zacatecas, there was an armed clash between members of the Sinaloa Cartel and the CJNG on the Los Mimbres-Las Trojes road. Causalities unknown."
2022-09-11,2022,CJNG,Sinaloa Cartel,7,Zacatecas,Jerez de Garcia Salinas,22.6494,-102.9899,"On 11 September 2022, in the municipality of Jerez de Garcia Salinas, Zacatecas, members of the CNJG and the Sinaloa Cartel engaged in an armed clash. Seven men were killed and their bodies were found wearing tactical clothing on a road between Los Juarez and Los Motas and belonged to the CJNG. 7 fatalities."
2022-09-28,2022,Grupo Elite,Santa Rosa de Lima,1,Guanajuato,Apaseo el Alto,20.4572,-100.6216,"Around 28 September 2022 (as reported), near Apaseo el Alto, Guanajuato, a man was killed and his body was found along with a threatening message signed by Grupo Elite Gang and addressed to the Santa Rosa de Lima Cartel. The victim was presumed to be a member of the Santa Rosa de Lima Cartel. 1 fatality."
2022-10-04,2022,Los Chapitos (Sinaloa),Sinaloa Cartel,1,Sonora,San Luis Rio Colorado,32.4798,-114.7796,"Around 4 October 2022 (as reported), in San Luis Rio Colorado, Sonora, a member of the Sinaloa Cartel was killed and his body was found wrapped in blankets along with a message on the highway 3. The victim was allegedly killed by members of Los Chapitos gang. 1 fatality."
2022-10-05,2022,CJNG,Carteles Unidos,10,Michoacan de Ocampo,Buenavista Tomatlan,19.2117,-102.588,"On 5 October 2022, overnight, near Buenavista Tomatlan, Michoacan, there were several armed clashes between members of the CJNG and CU in the vicinity of Buenavista Tomatlan and Jilotlan de Dolores on the border between Michoacan and Jalisco. At least 10 people died, although some reports indicated that the final death toll was closer to 20. The cash started on the night of 5 October and lasted u…"
2022-10-09,2022,Cartel del Noreste,Gulf Cartel (Golfo),4,Tamaulipas,Los Guerra,26.3914,-99.0793,"Around 9 October 2022 (as reported), close to Los Guerra, Tamaulipas, four members of the Gulf Cartel were killed by members of the CDN and their dismembered bodies were found inside a cooler on the Riberena highway. A message was next to the cooler addressed to the Gulf Cartel. 4 fatalities."
2022-10-10,2022,CJNG,Sinaloa Cartel,0,Chiapas,Jiquipilas,16.6686,-93.6461,"Around 10 October 2022 (between 9 October - 10 October), in the municipality of Jiquipilas, Chiapas, members of the CJNG and the Sinaloa Cartel on board some 30 trucks clashed in Puente de las Flores. The Army and the National Guard were mobilized to the site on the Ocozocuautla-Arriaga highway and installed a roadblock for security. The clash extended to the vicinity of the communities of Vicent…"
2022-10-11,2022,CJNG,Carteles Unidos,0,Michoacan de Ocampo,Uruapan,19.4209,-102.0628,"On 11 October 2022, in Uruapan, Michoacan de Ocampo, an armed clash was reported between the CJNG and the United Cartels. Casualties unknown."
2022-11-08,2022,Grupo Elite,Santa Rosa de Lima,0,Guanajuato,Celaya,20.5215,-100.814,"On 8 November 2022, in Celaya, Guanajuato, an unknown number of armed men entered the Clinica San Fermin and after firing shots burned the building located on Lazaro Cardenas avenue. According to documents leaked on the internet by a group of hackers, the clinic was illegally established and was run by members of the Santa Rosa de Lima Cartel to attend injured members of this cartel. The perpetra…"
2022-11-19,2022,Cartel de Tlahuac,La Familia Michoacana,1,Mexico,San Juan Tezompa,19.207,-98.9588,"On 19 November 2022, in San Juan Tezompa, Mexico, a man was shot dead by an unknown number of armed individuals. The victim was a member of La Familia Michoacana Cartel. Three members of the Cartel de Tlahuac were arrested as suspected perpetrators. 1 fatality."
2022-11-25,2022,CJNG,Sinaloa Cartel,3,Zacatecas,Jerez de Garcia Salinas,22.6494,-102.9899,"On 25 November 2022, in Jerez de Garcia Salinas, Zacatecas, there was an armed clash between the Sinaloa Cartel and the Jalisco New Generation cartel (CJNG) since early morning. A house was set on fire. Three people were killed. 3 fatalities."
2022-12-02,2022,CJNG,Sinaloa Cartel,0,Jalisco,Totatiche,21.9278,-103.4437,"On 2 December 2022, in the municipality of Totatiche, Jalisco, at least 100 members of the CJNG and the Sinaloa Cartel engaged in an armed clash close to the bus station. This provoked armed individuals to set fire to vehicles and set (narco) roadblocks in several municipalities in an attempt to avoid police confrontation (coded separately). There were no casualties."
2022-12-03,2022,Los Chapitos (Sinaloa),Los Rusos,3,Sonora,Luis B. Sanchez,32.2002,-114.994,"On 3 December 2022, in Luis B. Sanchez, Sonora, an armed clash took place between Los Chapitos and Los Rusos gang -both gang affiliated with the Sinaloa Cartel- leading to the death of three individuals and eight injuries. Shortly after, further clashes were reported in neighboring municipalities (coded separately). 3 fatalities, 8 injuries."
2022-12-03,2022,Los Chapitos (Sinaloa),Los Rusos,6,Sonora,San Luis Rio Colorado,32.4798,-114.7796,"On 3 December 2022, in San Luis Rio Colorado, Sonora, an armed clash took place between Los Chapitos and Los Rusos gangs -both gangs affiliated with the Sinaloa Cartel- leading to the death of six people. Several others were injured. One of the victims was a little boy who was shot with a stray bullet. This clash is related to previous clashes recoded in neighboring municipalities (coded separate…"
2022-12-03,2022,Los Chapitos (Sinaloa),Los Rusos,3,Baja California,Ciudad Coahuila,32.1892,-114.9973,"On 3 December 2022, in Ciudad Coahuila, Baja California, an armed clash took place between Los Chapitos and Los Rusos gangs -both gangs affiliated to the Sinaloa Cartel- leading to the death of three individuals and four injuries. Shortly after, further clashes were reported in neighboring municipalities in Sonora state (coded separately). 3 fatalities, 4 injuries."
2022-12-04,2022,CJNG,Sinaloa Cartel,3,Zacatecas,Zacatecas,22.7761,-102.5718,"Around 4 December 2022 (as reported), in Zacatecas state, alleged members of the Jalisco New Generation Cartel (CJNG) set on fire an unknown number of bodies of members of a rival criminal group. The event was recorded in video and shared on social media. Local reports, stated that the victims were part of the Sinaloa Cartel, however, this was not confirmed. Unknown fatalities coded as 3."
2022-12-06,2022,CJNG,Los Correa,0,Michoacan de Ocampo,Manzana el Mortero de San Cristobal,19.5656,-100.3461,"On 6 December 2022, in Manzana el Mortero de San Cristobal, Michoacan, there was an armed clash between the Jalisco New Generation Cartel (CJNG) and Los Correa gang. There were no casualties."
2022-12-09,2022,CJNG,Pajaros Sierra,2,Jalisco,Mazamitla,19.9172,-103.0203,"On 9 December 2022, in Mazamitla, Jalisco, there was an armed clash between members of Pajaros Sierra Gang and the CJNG. Two people were killed and at least six people were injured. Among the injured there were people who were not involved in the clash. An unknown number of people were arrested. 2 fatalities, 6 injured."
2022-12-18,2022,Gente Nueva,La Linea,4,Chihuahua,Guachochi,26.8192,-107.0694,"On 18 December 2022, around Guachochi, Chihuahua, there was an armed clash between armed individuals on the road between Guachochi and Rocheachi around the place known as Las Virgenes. Four men were killed. A vehicle was found set on fire. According to witnesses, the armed individuals were more than 30 men from La Gente Nueva gang and La Linea gang who were fighting. 4 fatalities."
2023-02-08,2023,CJNG,Sinaloa Cartel,9,Zacatecas,Monte Escobedo,22.3028,-103.5616,"On 8 February 2023, in Monte Escobedo municipality, Zacatecas, according to residents there was an armed clash between members of the Sinaloa cartel and the Jalisco New Generation Cartel. Members of the La Masita, El Capulin de los Ruiz, Cienega de Room and Laguna Grande communities reported seeing armed men patrolling the area after the clash. The residents reported that at least nine people wer…"
2023-02-22,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,Uruapan,19.4209,-102.0628,"On 22 February 2023, in Uruapan, Michoacan de Ocampo, members of Los Viagras and the CJNG engaged in an armed clash close to Tejerias. There were no casualties."
2023-02-25,2023,Cartel del Noreste,Gulf Cartel (Golfo),4,Nuevo Leon,General Bravo,25.7955,-99.1787,"On 25 February 2023, in the municipality of General Bravo, Nuevo Leon, members of the Gulf Cartel and the CDN Cartel engaged in an armed clash near the Pena Blanca community. When officers arrived at the site, a burning car was found with three burned bodies inside. A fourth burned body was found inside a taxi. 4 fatalities."
2023-02-27,2023,CJNG,Los Viagras,1,Michoacan de Ocampo,Uruapan,19.4209,-102.0628,"On 27 February 2023, in Uruapan, Michoacan de Ocampo, an armed clash was reported between the CJNG and Los Viagras close to Colonia Santa Rosa in Tejerias. One person was killed in the clash. 1 fatality."
2023-03-09,2023,Gulf Cartel (Golfo),Los Escorpiones,0,Tamaulipas,Heroica Matamoros,25.8799,-97.5048,"On 9 March 2023, in Heroica Matamoros, Tamaulipas, five members of the Gulf Cartel were abandoned alive with their hands tied up to the back by members of the Gulf Cartel. Some sources indicated they are members of Los Escorpiones gang which is a cell of the Gulf Cartel. The criminal members left a message indicating that the five men were responsible for the kidnapping of four US citizens during…"
2023-03-10,2023,CJNG,Los Viagras,3,Michoacan de Ocampo,Uruapan,19.4209,-102.0628,"On 10 March 2023, in Uruapan, Michoacan, there was an armed clash between members of the CJNG and the Los Viagras gang (who are part of the United Cartel alliance) in the east side of the city around colonias Tejerias and Planetario. Three people were killed and fifteen men were arrested. The armed individuals also forced people out of a bus and a company vehicle to set a (narco) roadblock. 3 fat…"
2023-03-10,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,La Ruana,19.1623,-102.7074,"On 10 March 2023, in La Ruana, Michoacan, there was an armed clash between members of the CJNG and the Los Viagras gang (who are part of the United Cartel alliance). Casualties unknown."
2023-03-10,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,El Terrero,19.0511,-102.6493,"On 10 March 2023, in El Terrero, Michoacan, there was an armed clash between members of the CJNG and the Los Viagras gang (who are part of the United Cartel alliance). The armed individuals also burned two vehicles and set a (narco) roadblock at the entrance of the town. Casualties unknown."
2023-03-10,2023,CJNG,Los Viagras,1,Michoacan de Ocampo,Punta del Agua,19.0951,-102.6672,"On 10 March 2023, in Punta del Agua, Michoacan, there was an armed clash between members of the CJNG and the Los Viagras gang (who are part of the United Cartel alliance) on the road to La Ruana. One person was killed. Other sources suggest that the incident was an attack against civilians. The armed subjects made ditches in the pavement to set a (narco) roadblock. 1 fatality."
2023-03-10,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,Tepalcatepec,19.1914,-102.8437,"On 10 March 2023, in Tepalcatepec municipality, Michoacan, there was an armed clash between members of the CJNG and the Los Viagras gang (who are part of the United Cartel alliance). Casualties unknown."
2023-03-16,2023,CJNG,La Familia Michoacana,1,Michoacan de Ocampo,Heroica Zitacuaro,19.4372,-100.3575,"On 16 March 2023, in Zitacuaro municipality (coded to Heroica Zitacuaro), Michoacan, members of La Familia Michoacana clashed with rival gangsters from the CJNG Cartel. At least two individuals were killed by gunshots. One was an armed man. The other was a fuel truck driver who was nearby. Clashes had started in Susutuapo but continued in Zitacuaro, where police forces intervened to disperse the…"
2023-03-16,2023,CJNG,La Familia Michoacana,1,Michoacan de Ocampo,Susupuato,19.2146,-100.4078,"On 16 March 2023, in Susutuapo municipality, Michoacan, members of La Familia Michoacana clashed with rival gangsters from the CJNG Cartel. At least two individuals were killed by gunshots. One was an armed man. The other was a fuel truck driver who was nearby. Seven civilians, including a minor, were injured by gunshots. At least 2 fatalities and 10 injured split into two armed clashes recorded…"
2023-03-17,2023,CJNG,Sinaloa Cartel,0,Jalisco,Teocaltiche,21.436,-102.5726,"On 17 March 2023, between Nochistlan de Mejia, Zacatecas, and Teocaltiche, Jalisco (coded to Teocaltiche, Jalisco), in the early morning, members of the CJNG clashed with rival gangsters of the Sinaloa Cartel and set up (narco) roadblocks in municipalities in the border between Jalisco and Zacatecas state. Several vehicles and a booth were set on fire. A driver got injured due to the fire. 1 inju…"
2023-03-19,2023,Caborca,Los Chapitos (Sinaloa),7,Sonora,Caborca,30.7166,-112.1562,"On 19 March 2023, in Caborca, Sonora, there was an armed clash between members Los Chapitos gang and the Caborca Cartel driving several vehicles. Seven people were killed, including a passer-by. Four people were injured. Two people were later arrested. 7 fatalities."
2023-04-20,2023,Sinaloa Cartel,Tijuana,1,Ciudad de Mexico,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,"On 20 April 2023, in Ciudad de Mexico - Miguel Hidalgo, a man was shot dead by an armed individual inside the Plaza Carso shopping mall located in Colonia Polanco. The victim was a member of the Arellano Felix Cartel (Tijuana Cartel) linked to the killing of one of the leaders of the Sinaloa Cartel. Some sources claimed that the perpetrators were members of the Sinaloa Cartel, though authorities…"
2023-04-22,2023,CJNG,Sinaloa Cartel,0,Jalisco,Encarnacion de Diaz,21.5244,-102.2331,"On 22 April 2023, in Encarnacion de Diaz, Jalisco, there was an armed clash between members of the CJNG and the Sinaloa Cartel in Colonia Barruo del Rosario. Drones with explosives were used by the Sinaloa Cartel during the clash. Casualties unknown."
2023-04-22,2023,CJNG,Sinaloa Cartel,0,Jalisco,Teocaltiche,21.436,-102.5726,"On 22 April 2023, in Teocaltiche, Jalisco, there was an armed clash between members of the CJNG and members of the Sinaloa Cartel. The clash was triggered after the arrival of at least 20 vehicles with several armed men in it and parked near the Teocaltiche-Jalostotitlan spot. Videos of the clash were posted on social networks. After the clash, a vehicle with handmade armor and other explosive de…"
2023-04-23,2023,CJNG,Sinaloa Cartel,0,Zacatecas,Nochistlan de Mejia,21.364,-102.8468,"On 23 April 2023, near Nochistlan de Mejia, Zacatecas, there was an armed clash between members of the CJNG and members of the Sinaloa Cartel on the road going to Huejotitlan. Casualties unknown."
2023-04-23,2023,La Familia Michoacana,Los Tlacos,1,Guerrero,Tetipac,18.6485,-99.6479,"Around 23 April 2023 (as reported), in Tetipac, Guerrero, members of the Los Tlacos gang clashed with members of La Familia Michoacana Cartel. A video was published on social networks in which members of Los Tlacos Gang beat and drag a man who they allegedly kill after the clash. Another injured man also appears in the video. At least 1 fatality and 2 injured."
2023-04-28,2023,CJNG,Gulf Cartel (Golfo),3,Tamaulipas,El Encinal,24.3968,-98.3851,"On 28 April 2023, in El Encinal, Tamaulipas, member of the CJNG and the Gulf Cartel clashed. Three people were found dead by the authorities and vehicles were seized. This clash was followed by several clashes in Tamaulipas between the CJNG and the Gulf Cartel (coded separately). 3 fatalities."
2023-04-30,2023,CJNG,Gulf Cartel (Golfo),0,Tamaulipas,Reynosa,26.0924,-98.2781,"On 30 April 2023, in Reynosa, Tamaulipas, ere was an armed clash between members of the CJNG and the Gulf Cartel with the support of Los Zetas Vieja Escuela. Unidentified people set several (narco) roadblocks on at least four roads with vehicles. Public buses and company cars were stolen and used to block the roads. This event was reported after several armed clashes with the authorities in the s…"
2023-04-30,2023,CJNG,Gulf Cartel (Golfo),0,Tamaulipas,Heroica Matamoros,25.8799,-97.5048,"On 30 April 2023, in Heroica Matamoros, Tamaulipas, there was an armed clash between members of the CJNG and the Gulf Cartel with the support of Los Zetas Vieja Escuela. Unidentified people set several (narco) roadblocks on at least four roads with vehicles. Public buses and company cars were stolen and used to block the roads. This event was reported after several armed clashes with the authorit…"
2023-05-02,2023,CJNG,Gulf Cartel (Golfo),1,Tamaulipas,San Fernando,24.8487,-98.1596,"On 2 May 2023, in San Fernando, Tamaulipas, there was an armed clash between members of the CJNG and members of the Gulf Cartel and Los Zetas Vieja Escuela. According to some reports, the CJNG acted with the support of the Los Metros gang while others suggest that they were supported by members of the Los Escorpiones gang, both known for being affiliated with the Gulf Cartel. Unidentified people…"
2023-05-02,2023,CJNG,Gulf Cartel (Golfo),2,Tamaulipas,Reynosa,26.0924,-98.2781,"On 2 May 2023, in Reynosa, Tamaulipas, there was an armed clash between members of the CJNG and members of the Gulf Cartel and Los Zetas Vieja Escuela. According to some reports, the CJNG acted with the support of the Los Metros gang while others suggest that they were supported by members of the Los Escorpiones gang, both known for being affiliated with the Gulf Cartel. Unidentified people set s…"
2023-05-02,2023,CJNG,Gulf Cartel (Golfo),0,Tamaulipas,Mendez,25.1177,-98.5847,"On 2 May 2023, in Mendez, Tamaulipas, there was an armed clash between members of the CJNG and members of the Gulf Cartel and Los Zetas Vieja Escuela. According to some reports, the CJNG acted with the support of the Los Metros gang while others suggest that they were supported by members of the Los Escorpiones gang, both known for being affiliated with the Gulf Cartel. Six vehicles were on fire…"
