event_date,year,cartel_a,cartel_b,fatalities,admin1,location,latitude,longitude,notes
2023-05-02,2023,CJNG,Gulf Cartel (Golfo),2,Tamaulipas,Heroica Matamoros,25.8799,-97.5048,"On 2 May 2023, in Heroica Matamoros, Tamaulipas, there was an armed clash between members of the CJNG and members of the Gulf Cartel and Los Zetas Vieja Escuela. According to some reports, the CJNG acted with the support of the Los Metros gang while others suggest that they were supported by members of the Los Escorpiones gang, both known for being affiliated with the Gulf Cartel. Unidentified pe…"
2023-05-18,2023,Cartel del Noreste,La Familia Michoacana,0,Morelos,Puente de Ixtla,18.6169,-99.3237,"On 18 May 2023, in Puente de Ixtla, Morelos, three CDN members shot at a house where there were members of the Familia Michoacana Cartel in Colonia Cuauhtemoc. Following the clash, nine members of La Familia Michoacana Cartel and three members of the CDN were arrested (no clashes between the gangsters and the officers were reported). Casualties unknown."
2023-05-20,2023,Sinaloa Cartel,Tijuana,11,Baja California,San Vicente,31.3253,-116.2471,"On 20 May 2023, in San Vicente, Baja California, participants of a car rally were shot at by members of the Sinaloa Cartel and fired back, leading to a clash in which 11 people were killed and 9 people were injured. The attack was aimed at a member of the Arellano Felix Cartel (Tijuana Cartel) who died. One of the killed victims was the delegate of San Antonio de las Minas. 11 fatalities, 9 injur…"
2023-05-25,2023,CJNG,Sinaloa Cartel,0,Chiapas,Nueva Independencia,15.7827,-92.2084,"On 25 May 2023, in Nueva Independencia, Chiapas, clashes were reported in the town of Nueva Independencia between the CJNG and the Sinaloa Cartel. (Narco) roadblocks were set up and there were reports of armed men firing shots into the air on a road. Some sources indicate that six people were kidnapped by one of the cartels (it is not specified which one) and were forced to participate in the cla…"
2023-07-02,2023,Cartel del Noreste,Sinaloa Cartel,1,Zacatecas,Zacatecas,22.7761,-102.5718,"Around 2 July 2023 (as reported), in Zacatecas, Zacatecas, a member of the Sinaloa Cartel was killed and his body was found dismembered with a message signed by the Cartel del Noreste with threats against the Sinaloa Cartel. The event was recorded in video and shared on social media. 1 fatality."
2023-07-04,2023,CJNG,Sinaloa Cartel,2,Baja California,Tecate,32.5727,-116.6266,"On 4 July 2023, in Tecate, Baja California, two mechanic workers were shot and killed by four armed men at the workshop facilities in Colonia Jardines del Rio. The perpetrators left a messages signed by the Jalisco New Generation Cartel. According to local sources, one of the victims was a member of the Sinaloa Cartel. 2 fatalities."
2023-07-16,2023,CJNG,Cartel del Noreste,2,Colima,Colima,19.2429,-103.7281,"On 16 July 2023, in Colima, Colima, two members of the Cartel del Noreste were shot and killed by members of the Jalisco New Generation Cartel outside a courthouse. 2 fatalities."
2023-07-20,2023,CJNG,Sinaloa Cartel,0,Zacatecas,Pastoria,21.5036,-102.6911,"On 20 July 2023, in Pastoria, Zacatecas, members of the CJNG and the Sinaloa Cartel engaged in an armed clash. Police officers arrived at the scene and opened fire. The officers later engaged in more clashes with the CJNG (coded separately). There were no casualties."
2023-07-22,2023,CJNG,Sinaloa Cartel,0,Zacatecas,Los Aparicio,22.4715,-103.0054,"On 22 July 2023, near Los Aparicio, Zacatecas, members of The Sinaloa Cartel and Jalisco New Generation Cartel clashed near the small community, located at the rural borders of the Jerez, Tepetongo, and Villanueva municipalities. Casualties unknown."
2023-07-24,2023,Comandante X,Los Correa,0,Michoacan de Ocampo,Huajumbaro,19.6821,-100.7394,"On 24 July 2023, close to Huajumbaro, Michoacan de Ocampo, members of Los Correa and Comandante X gangs traveling in large convoys of vehicles with armed people clashed on the Querendaro-Ciudad Hidalgo highway. The event took place in five different locations in two municipalities (coded separately). There were no reports of casualties."
2023-07-24,2023,Comandante X,Los Correa,0,Michoacan de Ocampo,Zinapecuaro de Figueroa,19.8603,-100.8276,"On 24 July 2023, in the municipality of Zinapecuaro, Michoacan de Ocampo (coded to capital Zinapecuaro de Figueroa), members of Los Correa and Comandante X gangs traveling in large convoys of vehicles with armed people clashed on the Querendaro-Ciudad Hidalgo highway at the height of the community La Purisima. Armed individuals also set fire to a vehicle to set a (narco) roadblock. Also in Zinape…"
2023-07-24,2023,Comandante X,Los Correa,0,Michoacan de Ocampo,Ojo de Agua del Cuervo,19.7459,-100.7211,"On 24 July 2023, in Ojo de Agua del Cuervo, Michoacan de Ocampo, members of Los Correa and Comandante X gangs traveling in large convoys of vehicles with armed people clashed. Armed individuals also set fire to a vehicle to set a (narco) roadblock. The event took place in five different locations in two municipalities (coded separately). There were no reports of casualties."
2023-07-27,2023,Los Escorpiones,Los Metros,0,Tamaulipas,Ciudad Rio Bravo,25.981,-98.0901,"On 27 July 2023, in Ciudad Rio Bravo, Tamaulipas, there was an armed clash between armed individuals members of Los Escorpiones Gang and Los Metros gang in colonia Campestre. The armed individuals also burned a vehicles and set a (narco) roadblock. There were no casualties."
2023-08-09,2023,La Linea,Sinaloa Cartel,4,Chihuahua,Ciudad Juarez,31.7465,-106.485,"On 9 August 2023, in Ciudad Juarez, Chihuahua, there was an armed clash between members of La Linea Gang and the Sinaloa Cartel on Libramiento Oriente, a new highway south of Ciudad Juarez. Four people were killed. 4 fatalities."
2023-08-10,2023,Cartel del Noreste,Gulf Cartel (Golfo),0,Tamaulipas,Los Guerra,26.3914,-99.0793,"On 10 August 2023, in Los Guerra, Tamaulipas, members of the CDN and the Gulf Cartel clashed. They fired at the 'junkyard', where the fire department and the State Guard were attacked with bullets to prevent them from controlling the fire, which in the end consumed all the cars. The municipal authorities did not report any injuries or deaths."
2023-08-11,2023,CJNG,Sinaloa Cartel,0,Chiapas,Mazapa de Madero,15.3878,-92.1875,"On 11 August 2023, between Mazapa de Madero and Motozintla (coded to Mazapa de Madero, Chiapas), the CJNG and the Sinaloa Cartel clashed in Concepcion neighborhood. According to witnesses, there was an intense shooting and at least 5 vehicles were incinerated. Both groups used public transportation vehicles to set (narco) roadblocks and later burned them. Casualties unknown."
2023-08-27,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,Uruapan,19.4209,-102.0628,"On 27 August 2023, in Uruapan, Michoacan, there was an armed clash between Los Viagras and CJNG. During the clash, armed men burned private property and set multiple (narco) roadblocks in Colonia La Magdalena. Six people were captured. There were no fatalities."
2023-08-27,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,Apatzingan de la Constitucion,19.0872,-102.3553,"On 27 August 2023, in Apatzingan de la Constitucion, Michoacan, there was an armed clash between Los Viagras and CJNG. During the clash, the armed men burned private property and set multiple (narco) roadblocks at the exit towards Buenavista Tomatlan, and in Apatzingan-Aguililla highway. Two supermarkets were burned, Molotov bombs were used, a bus carrying people from the federal prison Tazumbos…"
2023-08-27,2023,CJNG,Sinaloa Cartel,0,Zacatecas,La Victoria,22.2575,-101.63,"On 27 August 2023, in La Victoria, Zacatecas, members of the CJNG clashed with Sinaloa Cartel. There was no information about fatalities and injured. Casualties unknown."
2023-08-27,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,Buenavista Tomatlan,19.2117,-102.588,"On 27 August 2023, in Buenavista Tomatlan municipality, Michoacan, there was an armed clash between Los Viagras and CJNG. During the clash, armed men burned private property and set multiple (narco) roadblocks in the highway Apatzingan-Buenavista, Pinzandaro-Buenavista and Apatzingan-Aguililla. There were no fatalities"
2023-08-27,2023,CJNG,Los Viagras,0,Michoacan de Ocampo,Arteaga,18.3557,-102.2901,"On 27 August 2023, in Arteaga municipality, Michoacan, there was an armed clash between Los Viagras and CJNG. People from Puerto San Simon community were forced to leave the area due to the shootings and threats. There were no fatalities."
2023-08-27,2023,La Linea,Sinaloa Cartel,10,Durango,El Durazno,25.4705,-106.9277,"On 27 August 2023, in El Durazno, Durango, there was an armed clash after members of La Linea Gang attacked a leader of the Sinaloa cartel and his family. According to local sources, around 10 people were killed, however, this was not confirmed by the authorities. At least 10 fatalities."
2023-09-26,2023,Cartel del Noreste,Sinaloa Cartel,1,Nuevo Leon,Garcia,25.8005,-100.5855,"Around 26 September 2023 (as reported), in Garcia, Nuevo Leon, a man was killed and his body was found mutilated, inside a bag with a message. Members of the Cartel del Noreste took responsibility for the killing. The victim was a member of the Sinaloa Cartel. This event is related to similar attacks were more than 12 people were killed in at least six different municipalities and left dismembere…"
2023-09-26,2023,Cartel del Noreste,Sinaloa Cartel,1,Nuevo Leon,Benito Juarez,25.6513,-100.106,"Around 26 September 2023 (as reported), in Benito Juarez, Nuevo Leon, a person was killed and the body was found dismembered inside plastic bags and a cooler with a message in colonia Valle de Santa Isabel. Members of the Cartel del Noreste took responsibility for the killing. The victim was a member of the Sinaloa Cartel. This event is related to similar attacks were more than 12 people were kil…"
2023-09-26,2023,Cartel del Noreste,Sinaloa Cartel,5,Nuevo Leon,Ciudad Apodaca,25.7813,-100.1892,"Around 26 September 2023 (as reported), in Ciudad Apodaca, Nuevo Leon, five people were killed and their bodies were inside plastic bags with a message near the airport. Members of the Cartel del Noreste took responsibility for the killings. The victims were members of the Sinaloa Cartel. This event is related to similar attacks were more than 12 people were killed in at least six different munic…"
2023-09-26,2023,Cartel del Noreste,Sinaloa Cartel,3,Nuevo Leon,San Nicolas de los Garza,25.7553,-100.2896,"Around 26 September 2023 (as reported), in San Nicolas de los Garza, Nuevo Leon, two people were killed and their bodies were found inside bags on avenida Juan de Dios Peza in Colonia Anahuac. In another event, a person was killed and the body was found inside a bag on avenida Nogalar. Members of the Cartel del Noreste took responsibility for the killings. The victims were members of the Sinaloa…"
2023-09-26,2023,Cartel del Noreste,Sinaloa Cartel,2,Nuevo Leon,Ciudad Santa Catarina,25.6744,-100.4617,"Around 26 September 2023 (as reported), in Ciudad Santa Catarina, Nuevo Leon, at least two bodies were found mutilated inside coolers on the Monterrey-Saltillo highway. Members of the Cartel del Noreste took responsibility for the killings. The victims were members of the Sinaloa Cartel. This event is related to similar attacks were more than 12 people were killed in at least six different munici…"
2023-09-26,2023,Cartel del Noreste,Sinaloa Cartel,1,Nuevo Leon,Monterrey,25.6647,-100.311,"Around 26 September 2023 (as reported), in Monterrey, Nuevo Leon, a man was killed and the body was found in colonia Hogares Ferrocarrileros. Members of the Cartel del Noreste took responsibility for the killing. This event is related to similar attacks were more than 12 people were killed in at least six different municipalities and left dismembered with threatening messages inside coolers and p…"
2023-10-05,2023,CJNG,Carteles Unidos,0,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,18.7771,-103.1596,"On 5 October 2023, in Coalcoman de Vazquez Pallares municipality, Michoacan de Ocampo, the CJNG clashed with members of the CU and launched rockets targeting CU's vehicles. Videos on the internet show two vehicles destroyed. Casualties unknown."
2023-11-21,2023,La Linea,Sinaloa Cartel,1,Chihuahua,San Francisco del Oro,26.8646,-105.8477,"On 21 November 2023, in San Francisco del Oro, Chihuahua, there was an armed clash between La Linea gang and the Sinaloa Cartel. One person was killed and another two were injured. 1 fatality."
2023-11-22,2023,La Familia Michoacana,Los Tlacos,3,Guerrero,Carrizalillo,17.8507,-99.7126,"On 22 November 2023, in Carrizalillo, Guerrero, members of La Familia Michoacan Cartel engaged in an armed clash with another armed group, claimed to be Los Tlacos at the mine Los Filos, one of the main gold extraction sites in the state under the control of Los Tlacos gang. The clash led to the death of three individuals. Military intervened and managed to stop the confrontation. 3 fatalities."
2023-12-02,2023,Los Escorpiones,Los Zetas Vieja Escuela,3,Tamaulipas,Soto la Marina,23.7707,-98.2058,"On 2 December 2023, in Soto la Marina, Tamaulipas, there was an armed clash between members of Los Zetas vieja Escuela and Los Escorpions gangs when they tried to entered the city. Several vehicles were destroyed. An unknown number of gang members were reported killed. Unspecified number of fatalities coded as 3."
2023-12-08,2023,CJNG,Sinaloa Cartel,4,Baja California,Tecate,32.5727,-116.6266,"Around 8 December 2023 (as reported), in Tecate, Baja California, members of the Sinaloa Cartel killed four members of the Jalisco New Generation Cartel (CJNG), who were previously kidnapped, interrogated and recorded on video. The municipal police of Tecate found a truck in which the four bodies stacked, with a message signed by the Sinaloa Cartel. 4 fatalities."
2023-12-12,2023,Gulf Cartel (Golfo),Sinaloa Cartel,6,Tamaulipas,San Fernando,24.8487,-98.1596,"Around 12 December 2023 (as reported), in San Fernando, Tamaulipas, at least six people were killed and their bodies were found wrapped in bags with a message signed by the Gulf Cartel addressed to the CJNG and MZ (cell associated with the Sinaloa Cartel, identified as 'Operativa MZ'). The attack and deaths were not confirmed by officials who said they had not located the bodies, but pictures wer…"
2023-12-12,2023,CJNG,Sinaloa Cartel,6,Zacatecas,Villanueva,22.357,-102.8833,"On 12 December 2023, in the municipality of Villanueva, Zacatecas, members of the CJNG and the Sinaloa Cartel engaged in armed clashes in several communities. The most important clash took place in Colonia del Carmen. According to police forces, gangs are fighting over the area in order to set up illegal camps and use the roads for drug trafficking. Six people were killed and two people were inju…"
2023-12-21,2023,Cartel del Noreste,Gulf Cartel (Golfo),2,Tamaulipas,Ciudad Victoria,23.7311,-99.1513,"On 21 December 2023, in Ciudad Victoria, Tamaulipas, members of the CDN entered a security house and killed two members of the Gulf Cartel. 2 fatalities."
2023-12-27,2023,CJNG,Carteles Unidos,0,Michoacan de Ocampo,Tepalcatepec,19.1914,-102.8437,"On 27 December 2023, in Tepalcatepec, Michoacan de Ocampo, the CJNG and the CU engaged in an armed clash. Casualties unknown."
2023-12-27,2023,CJNG,Carteles Unidos,0,Michoacan de Ocampo,La Ruana,19.1623,-102.7074,"On 27 December 2023, in La Ruana, Michoacan de Ocampo, the CJNG and the CU engaged in an armed clash. Casualties unknown."
2023-12-27,2023,CJNG,Carteles Unidos,0,Michoacan de Ocampo,Buenavista Tomatlan,19.2117,-102.588,"On 27 December 2023, in Buenavista Tomatlan, Michoacan de Ocampo, the CJNG and the CU engaged in an armed clash. Casualties unknown."
2024-01-01,2024,CJNG,Sinaloa Cartel,0,Chiapas,Bellavista,15.5837,-92.2517,"On 1 January 2024, close to Bellavista, Chiapas, members of the CJNG and the Sinaloa Cartel engaged in an armed clash. Casualties unknown."
2024-01-02,2024,CJNG,Sinaloa Cartel,0,Chiapas,Sabinalito,15.7019,-91.9868,"On 2 January 2024, close to Sabinalito, Chiapas, members of the CJNG and the Sinaloa Cartel engaged in an armed clash in El Jocote. Casualties unknown."
2024-01-03,2024,CJNG,Sinaloa Cartel,0,Chiapas,Sonora,15.5438,-92.1459,"On 3 January 2024, in Sonora, Chiapas, members of the CJNG and the Sinaloa Cartel engaged in an armed clash. Casualties unknown."
2024-01-03,2024,CJNG,Sinaloa Cartel,0,Chiapas,Amatenango de la Frontera,15.4347,-92.1156,"On 3 January 2024, in Amatenango de la Frontera, Chiapas, members of the CJNG and the Sinaloa Cartel engaged in an armed clash. Casualties unknown."
2024-01-03,2024,CJNG,Sinaloa Cartel,0,Chiapas,San Gregorio Chamic,15.8474,-91.9671,"On 3 January 2024, in San Gregorio Chamic, Chiapas, members of the CJNG and the Sinaloa Cartel engaged in an armed clash. Residents reported (narco) roadblock in the area. Casualties unknown."
2024-01-04,2024,La Familia Michoacana,Los Tlacos,10,Guerrero,Buenavista,17.9928,-100.1603,"On 4 January 2024, in Buenavista (known as Cashacuauilt), Guerrero, members of La Familia Michoacana engaged in an armed clash with members of Los Tlacos gang. During the clash, the gangs deployed drones charged with explosives. According to the authorities, at least ten bodies were found burned inside a vehicle, though other social organizations reported the killing of around 30 civilians. 14 pe…"
2024-01-04,2024,CJNG,Sinaloa Cartel,20,Chiapas,Nueva Morelia,15.7625,-92.4501,"On 4 January 2024, in Nueva Morelia, Chiapas, members of the CJNG and the Sinaloa Cartel engaged in an armed clash for more than seven hours. There were at least 20 fatalities."
2024-01-04,2024,CJNG,Sinaloa Cartel,0,Chiapas,Sonora,15.5438,-92.1459,"On 4 January 2024, in Sonora, Chiapas, for the second consecutive day, members of the CJNG and the Sinaloa Cartel engaged in an armed clash. Casualties unknown."
2024-01-04,2024,CJNG,Sinaloa Cartel,0,Chiapas,Amatenango de la Frontera,15.4347,-92.1156,"On 4 January 2024, in Amatenango de la Frontera, Chiapas, for the second consecutive day, members of the CJNG and the Sinaloa Cartel engaged in an armed clash. Casualties unknown."
2024-01-07,2024,CJNG,Los Correa,1,Michoacan de Ocampo,Bocaneo,19.8361,-100.8171,"On 7 January 2024, in Bocaneo, Michoacan de Ocampo, members of Los Correa gang and CJNG engaged in an armed clash using cloned vehicles from the National Guard and the State Prosecutor's Office vans. Two armed individuals were injured and one was killed. 1 fatality, 2 injuries."
2024-01-13,2024,CJNG,Huachicoleros,0,Puebla,Santa Maria Xonacatepec,19.0873,-98.1036,"Around 13 January 2024 (weekend of), in Santa Maria Xonacatepec, Puebla, a leader of the huachicoleo (fuel thieves) was kidnapped by members of the Jalisco New Generation Cartel and their operational group Operativa Barredora. The victim's whereabouts are unknown. According to local sources, he was taken to Jalisco state. The perpetrators recorded a video where they accuse the leader of being lin…"
2024-01-15,2024,Cartel del Noreste,Gulf Cartel (Golfo),3,Nuevo Leon,Doctor Coss,25.9249,-99.1831,"On 15 January 2024, in Doctor Coss, Nuevo Leon, there was an armed clash between the Gulf Cartel and the Noreste Cartel. Several armed men were killed. Unspecified number of fatalities coded as 3."
2024-01-19,2024,Los Ardillos,Los Tlacos,3,Guerrero,Chilpancingo de los Bravo,17.5516,-99.5011,"On 19 January 2024, in Chilpancingo de los Bravo, Guerrero, there was an armed clash between Los Tlacos Gang and Los Ardillos Gang inside a bar. One officer from the General Attorney Office died as a result, as well as two other people one of which is a suspected members of Los Tlacos. Five people were injured. 3 fatalities, 5 injured."
2024-02-01,2024,Sinaloa Cartel,Tijuana,2,Baja California,Tecate,32.5727,-116.6266,"On 1 February 2024, in Tecate, Baja California, two members of the Sinaloa Cartel were killed by members of the Tijuana Cartel in Colonia La Coyotera after an armed clash. 2 fatalities."
2024-02-20,2024,La Familia Michoacana,Los Tlacos,12,Guerrero,Piedra Concha,17.8503,-100.2305,"On 20 February 2024, in Piedra Concha, Guerrero, members of Los Tlacos Gang and La Familia Michoacana Cartel clashed. According to local organizations and reports, seventeen people were killed, where sixteen were members of La Familia Michoacana and one from Los Tlacos. According to the authorities, twelve people were killed. A video with a pile of bodies was recorded and later shared on social m…"
2024-03-19,2024,Los Chapitos (Sinaloa),Los Rusos,7,Sonora,Golfo de Santa Clara,31.6877,-114.4942,"On 19 March 2024, in Golfo de Santa Clara, Sonora, los Rusos gang opened fire at armed individuals leading to the death of seven armed individuals, including a lieutenant of Los Chapitos Gang. 15 vehicles were stolen from tourists. 7 fatalities."
2024-03-25,2024,Chiapas and Guatemala,Sinaloa Cartel,30,Chiapas,Berriozabal,16.7965,-93.2731,"On 25 March 2024, near Berriozabal, Chiapas, members of the Chiapas and Guatemala Cartel clashed with the Sinaloa Cartel on the Tuxtla Gutierrez-Ocozocoautla highway at the crossroads to Llano San Juan. Several vehicles were damaged. Some cargo trucks were placed on the highway to set a (narco) roadblock and several vehicles were set on fire. Some of the abandoned and burned vehicles bore the acr…"
2024-03-31,2024,CJNG,Sinaloa Cartel,5,Chiapas,Nuevo Paraiso,15.8673,-92.9481,"On 31 March 2024, in Nuevo Paraiso, Chiapas, members of unidentified armed groups engaged in an armed clash and set fire to trucks and houses in a ranch belonging to a local leader suspected to be a member of the CJNG. Five bodies were found inside a house, as well as six motorcycles and fifteen vehicles burned. The number of victims remains unclear, as some sources mentioned more than 25 fatalit…"
2024-04-09,2024,Los Escorpiones,Los Metros,2,Tamaulipas,Ciudad Rio Bravo,25.981,-98.0901,"On 9 April 2024, near Ciudad Rio Bravo, Tamaulipas, members of the Los Escorpiones and the Los Metros gangs engaged in an armed clash leading to the death of the commander of the Escorpiones gang together with his bodyguard. 2 fatalities."
2024-04-30,2024,Caballeros Templarios,Los Viagras,0,Michoacan de Ocampo,Los Charcos,19.0217,-102.5084,"On 30 April 2024, in Los Charcos, Michoacan de Ocampo, members of Los Viagras Gang clashed with members of Los Caballeros Templarios Gang. This is part of the clashes that were recorded in several points of Buenavista and Apatzingan municipalities on the same day (coded separately). This two gangs compete for territorial control in the region. Casualties unknown."
2024-04-30,2024,Caballeros Templarios,Los Viagras,0,Michoacan de Ocampo,Las Bateas,18.9906,-102.4858,"On 30 April 2024, in Las Bateas, Michoacan de Ocampo, members of Los Viagras Gang clashed with members of Los Caballeros Templarios Gang. This is part of the clashes that were recorded in several points of Buenavista and Apatzingan municipalities on the same day (coded separately). This two gangs compete for territorial control in the region. Casualties unknown."
2024-04-30,2024,Caballeros Templarios,Los Viagras,0,Michoacan de Ocampo,Vicente Guerrero,19.0742,-102.5421,"On 30 April 2024, in Vicente Guerrero, Michoacan de Ocampo, members of Los Viagras Gang clashed with members of Los Caballeros Templarios Gang. This is part of the clashes that were recorded in several points of Buenavista and Apatzingan municipalities on the same day (coded separately). This two gangs compete for territorial control in the region. Casualties unknown."
2024-04-30,2024,Caballeros Templarios,Los Viagras,0,Michoacan de Ocampo,El Razo del Organo,19.0414,-102.5131,"On 30 April 2024, in El Razo del Organo, Michoacan de Ocampo, members of Los Viagras Gang clashed with members of Los Caballeros Templarios Gang. This is part of the clashes that were recorded in several points of Buenavista and Apatzingan municipalities on the same day (coded separately). This two gangs compete for territorial control in the region. Casualties unknown."
2024-05-10,2024,CJNG,Sinaloa Cartel,0,Chiapas,Frontera Comalapa,15.6602,-92.1411,"On 10 May 2024, in the municipality of Frontera Comalapa, Chiapas, for the second consecutive day, there were armed clashes between the Sinaloa Cartel and CJNG in several communities. Armored vehicles (monster vehicles) were used, and the Sinaloa Cartel destroyed at least three. The CJNG and the Sinaloa Cartel also clashed in Chicomuselo (coded separately). It is also suspected that members of on…"
2024-05-10,2024,CJNG,Sinaloa Cartel,0,Chiapas,Chicomuselo,15.7449,-92.2833,"On 10 May 2024, in the municipality of Chicomuselo, Chiapas, for the second consecutive day, there were armed clashes between the Sinaloa Cartel and CJNG in several communities. Armored vehicles (monster vehicles) were used, and the Sinaloa Cartel destroyed at least three. The CJNG and the Sinaloa Cartel also clashed in Frontera Comalapa (coded separately). It is also suspected that members of on…"
2024-05-11,2024,CJNG,Sinaloa Cartel,0,Chiapas,Frontera Comalapa,15.6602,-92.1411,"On 11 May 2024, in the municipality of Frontera Comalapa, Chiapas, for the second consecutive day, there were armed clashes between the Sinaloa Cartel and CJNG in several communities. Armored vehicles (monster vehicles) were used, and the Sinaloa Cartel destroyed at least three. The CJNG and the Sinaloa Cartel also clashed in Chicomuselo (coded separately). It is also suspected that members of on…"
2024-05-11,2024,CJNG,Sinaloa Cartel,0,Chiapas,Chicomuselo,15.7449,-92.2833,"On 11 May 2024, in the municipality of Chicomuselo, Chiapas, for the second consecutive day, there were armed clashes between the Sinaloa Cartel and CJNG in several communities. Armored vehicles (monster vehicles) were used, and the Sinaloa Cartel destroyed at least three. The CJNG and the Sinaloa Cartel also clashed in Frontera Comalapa (coded separately). It is also suspected that members of on…"
2024-05-11,2024,CJNG,Los Viagras,16,Guerrero,Zirandaro de los Chavez,18.4791,-100.9759,"On 11 May 2024, in Zirandaro de los Chavez, Guerrero, members of the CJNG shot and killed the leader of the Los Viagras and 15 other members of the group. 16 fatalities."
2024-05-12,2024,CJNG,Sinaloa Cartel,0,Chiapas,Frontera Comalapa,15.6602,-92.1411,"On 12 May 2024, in the municipality of Frontera Comalapa, Chiapas, for the second consecutive day, there were armed clashes between the Sinaloa Cartel and CJNG in several communities. Armored vehicles (monster vehicles) were used, and the Sinaloa Cartel destroyed at least three. The CJNG and the Sinaloa Cartel also clashed in Chicomuselo (coded separately). It is also suspected that members of on…"
2024-05-12,2024,CJNG,Sinaloa Cartel,0,Chiapas,Chicomuselo,15.7449,-92.2833,"On 12 May 2024, in the municipality of Chicomuselo, Chiapas, for the second consecutive day, there were armed clashes between the Sinaloa Cartel and CJNG in several communities. Armored vehicles (monster vehicles) were used, and the Sinaloa Cartel destroyed at least three. The CJNG and the Sinaloa Cartel also clashed in Frontera Comalapa (coded separately). It is also suspected that members of on…"
2024-05-13,2024,CJNG,Sinaloa Cartel,11,Chiapas,Nueva Morelia,15.7625,-92.4501,"On 13 May 2024, in Nueva Morelia, Chiapas, members of the Sinaloa Cartel and the CJNG clashed, and 11 people died as a result. Among the victims were children, students, two servants of the Catholic Church, and other civilians unaffiliated and unrelated to the armed groups. Another version indicates that members of a criminal group entered houses in the community and killed eleven people, includi…"
2024-06-10,2024,CJNG,Sinaloa Cartel,0,Jalisco,Encarnacion de Diaz,21.5244,-102.2331,"On 10 June 2024, in Encarnacion de Diaz, Jalisco, there was an armed clash between members of the Sinaloa Cartel and the Jalisco New Generation Cartel in the city center. Casualties unknown."
2024-06-10,2024,Sinaloa Cartel,Tijuana,1,Baja California,Tijuana,32.5325,-117.019,"On 10 June 2024, in Tijuana, Baja California, members of the Tijuana Cartel (Cartel Arellano Felix) and Sinaloa Cartel clashed in colonia Las Torres. A former leader of hitmen of the Arellano Felix Cartel was shot and killed. 1 fatality."
2024-06-26,2024,Chiapas and Guatemala,Sinaloa Cartel,20,Chiapas,La Concordia,16.1167,-92.6879,"On 26 June 2024, in the municipality of La Concordia, Chiapas, 20 men were killed and their bodies were found between San Nicolas and Reforma. The men were wearing tactical gear and were piled on top of each other. The victims are believed to be members of the CCYG: Chiapas and Guatemala Cartel and one of them had the 'tiro de gracia'. The attack is being linked to a clash between the Sinaloa Car…"
2024-06-27,2024,CJNG,Santa Rosa de Lima,5,Guanajuato,Celaya,20.5215,-100.814,"On 27 June 2024, in Celaya, Guanajuato, according to witnesses, six masked armed men entered a bar and shot at people inside a bar in la colonia Renacimiento. Three people were shot dead while another two died after being suffocated by molotov bomb thrown by the perpetrators. Another six people were injured. The perpetrators left a message and tried to set the place on fire. According to the inve…"
2024-06-30,2024,Fuerza Anti Union,La Union Tepito,1,Ciudad de Mexico,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,"On 30 June 2024, in Ciudad de Mexico - Cuauhtemoc, members of the Fuerza Anti Union and La Union Tepito clashed inside the bar named 'La Puri' as part of a constant fight over the control of the territory. A woman was killed with a stray bullet. 1 fatality."
2024-07-11,2024,Los Chapitos (Sinaloa),Los Rusos,1,Sinaloa,Culiacan Rosales,24.8088,-107.394,"On 11 July 2024, in Culiacan Rosales, Sinaloa, armed individuals shot and killed a man and fled the scene. The man was identified as local leader of Los Rusos gang. It is suspected that the attack was between Los Rusos and Los Chapitos gang over the control of territory. 1 fatality."
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,Escobillal,15.5375,-92.1394,"Around 20 July 2024 (between 20 - 21 July), in Escobillal, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,Nuevo Amatenango,15.5119,-92.1121,"Around 20 July 2024 (between 20 - 21 July), in Nuevo Amatenango, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,Sonora,15.5438,-92.1459,"Around 20 July 2024 (between 20 - 21 July), in Sonora, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,Chicomuselo,15.7449,-92.2833,"Around 20 July 2024 (between 20 - 21 July), in Chicomuselo, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
